division_iso_two,topic,keywords[list],query url
BD-E,Environmental,desertification; livestock; cattle; land,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=desertification,livestock,cattle,land,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,land; fertile; grains; cereals,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=land,fertile,grains,cereals,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,cereals; cereals; sheep; horticulture,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=cereals,cereals,sheep,horticulture,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,dairy; dairy; poultry; poultry,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=dairy,dairy,poultry,poultry,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,equipment; production; cooperative; honey,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=equipment,production,cooperative,honey,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,beekeeper; pesticide; animal; breeder,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=beekeeper,pesticide,animal,breeder,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,fish; wheat; plough; vehicle,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=fish,wheat,plough,vehicle,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,machinery; subsidy; subsidies; subsidise,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=machinery,subsidy,subsidies,subsidise,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,subsidize; natural fertilizer; chemical fertilizer; fertiliser,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=subsidize,natural%20fertilizer,chemical%20fertilizer,fertiliser,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,seed; potato; tomato; irrigation,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=seed,potato,tomato,irrigation,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,drip irrigation; drip irrigation; technique; labourer,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=drip%20irrigation,drip%20irrigation,technique,labourer,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,"pasture, grazing land; fodder; pest; arid","https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=pasture%2C%20grazing%20land,fodder,pest,arid,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,erratic; erratic; management; soil,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=erratic,erratic,management,soil,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,marsh; vegetation; drainage; drainage,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=marsh,vegetation,drainage,drainage,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,drainage; moderate; organic; dust,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=drainage,moderate,organic,dust,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,storm; sand; summer; summer,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=storm,sand,summer,summer,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,summer; winter; winter; autumn,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=summer,winter,winter,autumn,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,autumn; autumn; spring; spring,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=autumn,autumn,spring,spring,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,spring; earthquake; hurricane; hurricane,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=spring,earthquake,hurricane,hurricane,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,season; salinity; barley; barley,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=season,salinity,barley,barley,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,rice; cotton; cotton; cotton,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=rice,cotton,cotton,cotton,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,cotton; date; dates; vegetables,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=cotton,date,dates,vegetables,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,man-made; man-made; pollution; polluted,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=man-made,man-made,pollution,polluted,%2Fm%2F02nf_&hl=en-US"
