division_iso_two,topic,keywords[list],query url
BD-E,Environmental,মরুকরণ; গৃহপালিত পশু; গবাদি পশু; ভূমি,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%AE%E0%A6%B0%E0%A7%81%E0%A6%95%E0%A6%B0%E0%A6%A3,%E0%A6%97%E0%A7%83%E0%A6%B9%E0%A6%AA%E0%A6%BE%E0%A6%B2%E0%A6%BF%E0%A6%A4%20%E0%A6%AA%E0%A6%B6%E0%A7%81,%E0%A6%97%E0%A6%AC%E0%A6%BE%E0%A6%A6%E0%A6%BF%20%E0%A6%AA%E0%A6%B6%E0%A7%81,%E0%A6%AD%E0%A7%82%E0%A6%AE%E0%A6%BF,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,জমি; উর্বর; শস্য; ধান্যশস্য,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%9C%E0%A6%AE%E0%A6%BF,%E0%A6%89%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%B0,%E0%A6%B6%E0%A6%B8%E0%A7%8D%E0%A6%AF,%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%B6%E0%A6%B8%E0%A7%8D%E0%A6%AF,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,দানা শস্য; খাদ্যশস্য; ভেড়া; উদ্যানচাষ,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%A6%E0%A6%BE%E0%A6%A8%E0%A6%BE%20%E0%A6%B6%E0%A6%B8%E0%A7%8D%E0%A6%AF,%E0%A6%96%E0%A6%BE%E0%A6%A6%E0%A7%8D%E0%A6%AF%E0%A6%B6%E0%A6%B8%E0%A7%8D%E0%A6%AF,%E0%A6%AD%E0%A7%87%E0%A6%A1%E0%A6%BC%E0%A6%BE,%E0%A6%89%E0%A6%A6%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A6%9A%E0%A6%BE%E0%A6%B7,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,দুগ্ধজাত; দুগ্ধ খামার; হাঁস-মুরগি পালন; পোলট্রি শিল্প,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%A6%E0%A7%81%E0%A6%97%E0%A7%8D%E0%A6%A7%E0%A6%9C%E0%A6%BE%E0%A6%A4,%E0%A6%A6%E0%A7%81%E0%A6%97%E0%A7%8D%E0%A6%A7%20%E0%A6%96%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%B0,%E0%A6%B9%E0%A6%BE%E0%A6%81%E0%A6%B8-%E0%A6%AE%E0%A7%81%E0%A6%B0%E0%A6%97%E0%A6%BF%20%E0%A6%AA%E0%A6%BE%E0%A6%B2%E0%A6%A8,%E0%A6%AA%E0%A7%8B%E0%A6%B2%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BF%20%E0%A6%B6%E0%A6%BF%E0%A6%B2%E0%A7%8D%E0%A6%AA,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,সরঞ্জাম; উৎপাদন; সমবায়; মধু,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%B8%E0%A6%B0%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A6%BE%E0%A6%AE,%E0%A6%89%E0%A7%8E%E0%A6%AA%E0%A6%BE%E0%A6%A6%E0%A6%A8,%E0%A6%B8%E0%A6%AE%E0%A6%AC%E0%A6%BE%E0%A6%AF%E0%A6%BC,%E0%A6%AE%E0%A6%A7%E0%A7%81,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,মৌচাষি; কীটনাশক; প্রাণী; প্রজননকারী,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%AE%E0%A7%8C%E0%A6%9A%E0%A6%BE%E0%A6%B7%E0%A6%BF,%E0%A6%95%E0%A7%80%E0%A6%9F%E0%A6%A8%E0%A6%BE%E0%A6%B6%E0%A6%95,%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A3%E0%A7%80,%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9C%E0%A6%A8%E0%A6%A8%E0%A6%95%E0%A6%BE%E0%A6%B0%E0%A7%80,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,মাছ; গম; লাঙল; যানবাহন,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%AE%E0%A6%BE%E0%A6%9B,%E0%A6%97%E0%A6%AE,%E0%A6%B2%E0%A6%BE%E0%A6%99%E0%A6%B2,%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A6%AC%E0%A6%BE%E0%A6%B9%E0%A6%A8,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,যন্ত্রপাতি; ভর্তুকি; ভর্তুকিগুলো; ভর্তুকি প্রদান করা,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%AF%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%AA%E0%A6%BE%E0%A6%A4%E0%A6%BF,%E0%A6%AD%E0%A6%B0%E0%A7%8D%E0%A6%A4%E0%A7%81%E0%A6%95%E0%A6%BF,%E0%A6%AD%E0%A6%B0%E0%A7%8D%E0%A6%A4%E0%A7%81%E0%A6%95%E0%A6%BF%E0%A6%97%E0%A7%81%E0%A6%B2%E0%A7%8B,%E0%A6%AD%E0%A6%B0%E0%A7%8D%E0%A6%A4%E0%A7%81%E0%A6%95%E0%A6%BF%20%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A6%E0%A6%BE%E0%A6%A8%20%E0%A6%95%E0%A6%B0%E0%A6%BE,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,ভর্তুকি প্রদান করা; প্রাকৃতিক সার; রাসায়নিক সার; সার,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%AD%E0%A6%B0%E0%A7%8D%E0%A6%A4%E0%A7%81%E0%A6%95%E0%A6%BF%20%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A6%E0%A6%BE%E0%A6%A8%20%E0%A6%95%E0%A6%B0%E0%A6%BE,%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%95%E0%A7%83%E0%A6%A4%E0%A6%BF%E0%A6%95%20%E0%A6%B8%E0%A6%BE%E0%A6%B0,%E0%A6%B0%E0%A6%BE%E0%A6%B8%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A6%A8%E0%A6%BF%E0%A6%95%20%E0%A6%B8%E0%A6%BE%E0%A6%B0,%E0%A6%B8%E0%A6%BE%E0%A6%B0,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,বীজ; আলু; টমেটো; সেচ,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%AC%E0%A7%80%E0%A6%9C,%E0%A6%86%E0%A6%B2%E0%A7%81,%E0%A6%9F%E0%A6%AE%E0%A7%87%E0%A6%9F%E0%A7%8B,%E0%A6%B8%E0%A7%87%E0%A6%9A,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,ফোঁটা সেচ; ড্রিপ সেচ; কৌশল; শ্রমিক,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%AB%E0%A7%8B%E0%A6%81%E0%A6%9F%E0%A6%BE%20%E0%A6%B8%E0%A7%87%E0%A6%9A,%E0%A6%A1%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AA%20%E0%A6%B8%E0%A7%87%E0%A6%9A,%E0%A6%95%E0%A7%8C%E0%A6%B6%E0%A6%B2,%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A6%AE%E0%A6%BF%E0%A6%95,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,চারণভূমি; পশুখাদ্য; পোকামাকড়; শুষ্ক,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A6%A3%E0%A6%AD%E0%A7%82%E0%A6%AE%E0%A6%BF,%E0%A6%AA%E0%A6%B6%E0%A7%81%E0%A6%96%E0%A6%BE%E0%A6%A6%E0%A7%8D%E0%A6%AF,%E0%A6%AA%E0%A7%8B%E0%A6%95%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%95%E0%A6%A1%E0%A6%BC,%E0%A6%B6%E0%A7%81%E0%A6%B7%E0%A7%8D%E0%A6%95,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,অস্থির; অনিশ্চিত; পরিচালনা; মাটি,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%85%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%BF%E0%A6%B0,%E0%A6%85%E0%A6%A8%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4,%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%9A%E0%A6%BE%E0%A6%B2%E0%A6%A8%E0%A6%BE,%E0%A6%AE%E0%A6%BE%E0%A6%9F%E0%A6%BF,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,জলাভূমি; উদ্ভিদ; নিকাশী; নিষ্কাশন,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%9C%E0%A6%B2%E0%A6%BE%E0%A6%AD%E0%A7%82%E0%A6%AE%E0%A6%BF,%E0%A6%89%E0%A6%A6%E0%A7%8D%E0%A6%AD%E0%A6%BF%E0%A6%A6,%E0%A6%A8%E0%A6%BF%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A7%80,%E0%A6%A8%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,নিষ্কাশন ব্যবস্থা; মাঝারি; জৈব; ধূলা,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%A8%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%95%E0%A6%BE%E0%A6%B6%E0%A6%A8%20%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%BE,%E0%A6%AE%E0%A6%BE%E0%A6%9D%E0%A6%BE%E0%A6%B0%E0%A6%BF,%E0%A6%9C%E0%A7%88%E0%A6%AC,%E0%A6%A7%E0%A7%82%E0%A6%B2%E0%A6%BE,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,ঝড়; বালি; গ্রীষ্ম; গ্রীষ্মকাল,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%9D%E0%A6%A1%E0%A6%BC,%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A6%BF,%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%B7%E0%A7%8D%E0%A6%AE,%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%B7%E0%A7%8D%E0%A6%AE%E0%A6%95%E0%A6%BE%E0%A6%B2,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,গ্রীষ্মকাল; শীতকাল; শীত; শরৎ,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%B7%E0%A7%8D%E0%A6%AE%E0%A6%95%E0%A6%BE%E0%A6%B2,%E0%A6%B6%E0%A7%80%E0%A6%A4%E0%A6%95%E0%A6%BE%E0%A6%B2,%E0%A6%B6%E0%A7%80%E0%A6%A4,%E0%A6%B6%E0%A6%B0%E0%A7%8E,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,শরৎকাল; শরৎকাল; বসন্ত; বসন্তকাল,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%B6%E0%A6%B0%E0%A7%8E%E0%A6%95%E0%A6%BE%E0%A6%B2,%E0%A6%B6%E0%A6%B0%E0%A7%8E%E0%A6%95%E0%A6%BE%E0%A6%B2,%E0%A6%AC%E0%A6%B8%E0%A6%A8%E0%A7%8D%E0%A6%A4,%E0%A6%AC%E0%A6%B8%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%95%E0%A6%BE%E0%A6%B2,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,বসন্তকাল; ভূমিকম্প; ঘূর্ণিঝড়; সাইক্লোন,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%AC%E0%A6%B8%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%95%E0%A6%BE%E0%A6%B2,%E0%A6%AD%E0%A7%82%E0%A6%AE%E0%A6%BF%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA,%E0%A6%98%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%A3%E0%A6%BF%E0%A6%9D%E0%A6%A1%E0%A6%BC,%E0%A6%B8%E0%A6%BE%E0%A6%87%E0%A6%95%E0%A7%8D%E0%A6%B2%E0%A7%8B%E0%A6%A8,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,ঋতু; লবণাক্ততা; যব; বার্লি,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%8B%E0%A6%A4%E0%A7%81,%E0%A6%B2%E0%A6%AC%E0%A6%A3%E0%A6%BE%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%A4%E0%A6%BE,%E0%A6%AF%E0%A6%AC,%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B2%E0%A6%BF,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,চাল; কাপাস; তুলা; কার্পাস,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%9A%E0%A6%BE%E0%A6%B2,%E0%A6%95%E0%A6%BE%E0%A6%AA%E0%A6%BE%E0%A6%B8,%E0%A6%A4%E0%A7%81%E0%A6%B2%E0%A6%BE,%E0%A6%95%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%AA%E0%A6%BE%E0%A6%B8,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,তুলা; খেজুর; খেজুরসমূহ; সবজি,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%A4%E0%A7%81%E0%A6%B2%E0%A6%BE,%E0%A6%96%E0%A7%87%E0%A6%9C%E0%A7%81%E0%A6%B0,%E0%A6%96%E0%A7%87%E0%A6%9C%E0%A7%81%E0%A6%B0%E0%A6%B8%E0%A6%AE%E0%A7%82%E0%A6%B9,%E0%A6%B8%E0%A6%AC%E0%A6%9C%E0%A6%BF,%2Fm%2F02nf_&hl=en-US"
BD-E,Environmental,মানবসৃষ্ট; কৃত্রিম; দূষণ; দূষিত,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%AC%E0%A6%B8%E0%A7%83%E0%A6%B7%E0%A7%8D%E0%A6%9F,%E0%A6%95%E0%A7%83%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AE,%E0%A6%A6%E0%A7%82%E0%A6%B7%E0%A6%A3,%E0%A6%A6%E0%A7%82%E0%A6%B7%E0%A6%BF%E0%A6%A4,%2Fm%2F02nf_&hl=en-US"
