division_iso_two,topic,keywords[list],query url
BD-A,Environmental,cereals; cereals; sheep; horticulture,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=cereals,cereals,sheep,horticulture,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,dairy; dairy; poultry; poultry,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=dairy,dairy,poultry,poultry,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,equipment; production; cooperative; honey,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=equipment,production,cooperative,honey,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,beekeeper; pesticide; animal; breeder,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=beekeeper,pesticide,animal,breeder,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,fish; wheat; plough; vehicle,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=fish,wheat,plough,vehicle,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,machinery; subsidy; subsidies; subsidise,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=machinery,subsidy,subsidies,subsidise,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,subsidize; natural fertilizer; chemical fertilizer; fertiliser,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=subsidize,natural%20fertilizer,chemical%20fertilizer,fertiliser,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,seed; potato; tomato; irrigation,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=seed,potato,tomato,irrigation,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,drip irrigation; drip irrigation; technique; labourer,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=drip%20irrigation,drip%20irrigation,technique,labourer,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,"pasture, grazing land; fodder; pest; arid","https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=pasture%2C%20grazing%20land,fodder,pest,arid,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,erratic; erratic; management; soil,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=erratic,erratic,management,soil,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,marsh; vegetation; drainage; drainage,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=marsh,vegetation,drainage,drainage,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,drainage; moderate; organic; dust,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=drainage,moderate,organic,dust,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,storm; sand; summer; summer,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=storm,sand,summer,summer,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,summer; winter; winter; autumn,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=summer,winter,winter,autumn,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,autumn; autumn; spring; spring,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=autumn,autumn,spring,spring,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,spring; earthquake; hurricane; hurricane,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=spring,earthquake,hurricane,hurricane,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,season; salinity; barley; barley,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=season,salinity,barley,barley,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,rice; cotton; cotton; cotton,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=rice,cotton,cotton,cotton,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,cotton; date; dates; vegetables,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=cotton,date,dates,vegetables,%2Fm%2F02nf_&hl=en-US"
BD-A,Environmental,man-made; man-made; pollution; polluted,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-A&q=man-made,man-made,pollution,polluted,%2Fm%2F02nf_&hl=en-US"
